message_id,text,cleaned_text,source,hateful_layer,implicit_layer,subtlety_layer,implicit_props_layer,target
5513.0,Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck,tonight is the victoria s secret fashion show .. let the female tweets begin about how they wish their bodies were as good ! #womensuck,hateval,HS,Explicit HS,Non-Subtle,,Women
5654.0,Ever try to make a girl play video games? they are terrible. these are the skills they will need for the future. we're fucked.@,ever try to make a girl play video games ? they are terrible . these are the skills they will need for the future . we are fucked .,hateval,HS,Explicit HS,Non-Subtle,,Women
2478,"Feminists want to rule the world to get rid of minorities, they hate men because they want to be the oppressors.","feminists want to rule the world to get rid of minorities , they hate men because they want to be the oppressors .",mconan,HS,Explicit HS,Non-Subtle,,Women
2788,"Women are basically childlike, they remain this way most of their lives. It is not healthy for a woman to think for themselves.","women are basically childlike , they remain this way most of their lives . it is not healthy for a woman to think for themselves .",mconan,HS,Explicit HS,Non-Subtle,,Women
8653.0,"I called my ex wife a cunt all the time. She acted like I just called her a ""dork"" or something. White women are stupid.",i called my ex wife a cunt all the time . she acted like i just called her a   dork   or something . white women are stupid .,hateval,HS,Explicit HS,Non-Subtle,,Women
5696.0,@rbonhoff let's get weird! Summertime baby! #FuckBitches,rbonhoff let us get weird ! summertime baby ! #fuckbitches,hateval,HS,Explicit HS,Non-Subtle,,Women
203,understanding women and how the jew ruined her and white society . pls ck my latest thx !,understanding women and how the jew ruined her and white society . pls ck my latest thx !,ihc,HS,Explicit HS,Non-Subtle,,Women
4923.0,I never understood the big deal about making a guy a plate at a get -together/cookout. Shit after the children and women eat im in that bitch,i never understood the big deal about making a guy a plate at a get   together   cookout . shit after the children and women eat i am in that bitch,hateval,HS,Explicit HS,Non-Subtle,,Women
3259,i will shot your mums pussy with my rpg,i will shot your mums pussy with my rpg,youtube,HS,Explicit HS,Non-Subtle,,Women
1792,It is OK to abuse a woman.,it is ok to abuse a woman .,mconan,HS,Explicit HS,Non-Subtle,,Women
5000,"Women are essentially childlike, unable to understand the complexity of the world.","women are essentially childlike , unable to understand the complexity of the world .",mconan,HS,Explicit HS,Non-Subtle,,Women
5672.0,"@caitlinmoran Learning? Yes, like how much they nag and how hysterical they get over the most minuscule of things. Females = unbalanced & crazy #schizo","caitlinmoran learning ? yes , like how much they nag and how hysterical they get over the most minuscule of things . females = unbalanced crazy #schizo",hateval,HS,Explicit HS,Non-Subtle,,Women
3287,women falsely accuse men of harrassment.,women falsely accuse men of harrassment .,mconan,HS,Explicit HS,Non-Subtle,,Women
5778.0,Never send a hand to do a mouth's job #WomenSuck,never send a hand to do a mouth s job #womensuck,hateval,HS,Explicit HS,Non-Subtle,,Women
3190,Women are nothing but trouble. They should stay home and raise their children.,women are nothing but trouble . they should stay home and raise their children .,mconan,HS,Explicit HS,Non-Subtle,,Women
5299.0,"My bitch a model, lil nigga, you could ask Tyra Banks That pussy wet like a bottle, change them sheets every day","my bitch a model , little nigga , you could ask tyra banks that pussy wet like a bottle , change them sheets every day",hateval,HS,Explicit HS,Non-Subtle,,Women
949,"Women are basically childlike, they need a man to take care of them.","women are basically childlike , they need a man to take care of them .",mconan,HS,Explicit HS,Non-Subtle,,Women
707,"Equality is crap, even for woman. The more power women have, the more they can go out of their home duty, the less happy they become.","equality is crap , even for woman . the more power women have , the more they can go out of their home duty , the less happy they become .",mconan,HS,Explicit HS,Non-Subtle,,Women
4997.0,"Only men have a dick they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.","only men have a dick they can insert without consent , and women doing other shit . not that women cannot rape amp   sexually harass either .",hateval,HS,Explicit HS,Non-Subtle,,Women
18727.0,@kathygriffin Which one of the two wins the prize for most hysterical woman?,kathygriffin which one of the two wins the prize for most hysterical woman ?,hateval,HS,Explicit HS,Non-Subtle,,Women
5770.0,"Ladies you need to realize something. You may have a boyfriend, but unless there's a ring, you're still fair game ;) #WomenSuck","ladies you need to realize something . you may have a boyfriend , but unless there is a ring , you are still fair game  smile  #womensuck",hateval,HS,Explicit HS,Non-Subtle,,Women
5027.0,"This account was temporarily inactive due to an irrational woman reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen","this account was temporarily inactive due to an irrational woman reporting us to twitter . what a lack of judgement , shocking . #yesallmen",hateval,HS,Explicit HS,Non-Subtle,,Women
14406890_1,There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,there are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc for a start teach our women to respect themselves .,wsf,HS,Explicit HS,Non-Subtle,,Women
4897.0,I have never once met a woman whose mouth wasn't totally full of BULLSHIT. Stupid bitches!!,i have never once met a woman whose mouth was not totally full of bullshit . stupid bitches ! !,hateval,HS,Explicit HS,Non-Subtle,,Women
3914.0,Don't FORGET this FACT all YOU #KildaBeast #FakeFemBot #NastyWomen #MuMuMama #ChewbacaLeg #YeastInfestedPussySuits !!Even a VAGINA has a WALL !!! #BuildThatWall #DeportThemAll,do not forget this fact all you #kildabeast #fakefembot #nastywomen #mumumama #chewbacaleg #yeastinfestedpussysuits ! ! even a vagina has a wall ! #buildthatwall #deportthemall,hateval,HS,Explicit HS,Non-Subtle,,Women
5719.0,Do you really think it's hot to dance all over black guys? You've completely ruined your image for us humans #WomenSuck,do you really think it is hot to dance all over black guys ? you have completely ruined your image for us humans #womensuck,hateval,HS,Explicit HS,Non-Subtle,,Women
8947.0,"@thehill Hysterical woman is the new Nasty woman, we will make a hat for that.","thehill hysterical woman is the new nasty woman , we will make a hat for that .",hateval,HS,Explicit HS,Non-Subtle,,Women
4093,"Feminism has become too political, and it is just a bunch of identity politics.","feminism has become too political , and it is just a bunch of identity politics .",mconan,HS,Explicit HS,Non-Subtle,,Women
1453,Men are not rapists because feminists are just a bunch of sluts.,men are not rapists because feminists are just a bunch of sluts .,mconan,HS,Explicit HS,Non-Subtle,,Women
4001,Some women's clothes invite rape.,some women s clothes invite rape .,mconan,HS,Explicit HS,Non-Subtle,,Women
1755,These fat pigs should stop eating if they want to achieve something in their life.,these fat pigs should stop eating if they want to achieve something in their life .,mconan,HS,Explicit HS,Non-Subtle,,Women
4829.0,This bitch for real said you're not a woman without boobs.,this bitch for real said you are not a woman without boobs .,hateval,HS,Explicit HS,Non-Subtle,,Women
1252,The feminism stifles the imagination and leads to dumb and unpleasant creatures like women's rights activists.,the feminism stifles the imagination and leads to dumb and unpleasant creatures like women s rights activists .,mconan,HS,Explicit HS,Non-Subtle,,Women
3831,Women are just weak and childlike. The majority of the electorate believe that a woman cannot run a country such as US.,women are just weak and childlike . the majority of the electorate believe that a woman cannot run a country such as us .,mconan,HS,Explicit HS,Non-Subtle,,Women
5836.0,You pick the guy thats a total douche to you over the one whose good to you. Got it. Makes perfect sense! #WomenSuck,you pick the guy thats a total douche to you over the one whose good to you . got it . makes perfect sense ! #womensuck,hateval,HS,Explicit HS,Non-Subtle,,Women
3286,Women are nothing but whores and we better off without them.,women are nothing but whores and we better off without them .,mconan,HS,Explicit HS,Non-Subtle,,Women
7613,This bitch seriously needs to be executed in Russian.,this bitch seriously needs to be executed in russian .,youtube,HS,Explicit HS,Non-Subtle,,Women
6271.0,In each and EVERY 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. Give them up.,in each and every of these rape cases it was some woman trying to be more than she is and none of the women deserved awards . give them up .,hateval,HS,Explicit HS,Non-Subtle,,Women
82,breaking : ohio dismemberment abortion ban clears ohio senate ! #prolife #theyfeelpain,breaking : ohio dismemberment abortion ban clears ohio senate ! #prolife #theyfeelpain,ihc,HS,Explicit HS,Non-Subtle,,Women
5620.0,@PolitixUk Pernicious insulting myths: women as hysterical snowflakes who think everything is harassment; men as un… https://t.co/oumEB6jCkc,politixuk pernicious insulting myths : women as hysterical snowflakes who think everything is harassment   men as un,hateval,HS,Explicit HS,Non-Subtle,,Women
1239,"This world has become so corrupted by feminism, that only the strong men can rule it.","this world has become so corrupted by feminism , that only the strong men can rule it .",mconan,HS,Explicit HS,Non-Subtle,,Women
5021.0,RT @SexualTruth: Men are smarter than women that's why women always get played by men. #Truth,rt sexualtruth : men are smarter than women that is why women always get played by men . #truth,hateval,HS,Explicit HS,Non-Subtle,,Women
3,: hunt for white women : black racist serial killer confesses to 41 murders,: hunt for white women : black racist serial killer confesses to murders,ihc,HS,Explicit HS,Non-Subtle,,Women
3836,Women have no rational abilities.,women have no rational abilities .,mconan,HS,Explicit HS,Non-Subtle,,Women
