tix,source,text,demographic,type,normalized,normalized_secondary,normalized_tertiary,normalized_dem_category,normalized_dem_secondary_category,normalized_dem_tertiary_category
117,dynab,"the term ""Mexican"" is also used by people who want to save time and effort memorizing worthless countries like Guatemala, Honduras, Colombia, Venezuela, and Nicaragua but not Brazil since nigger/trap/aids population is making it undesirable for literally anyone.","bla, hispanic",derogation,black,hispanic,,Race,Ethnicity,
118,dynab,"This man is  backward, he has no faith, no christian would openly welcome those who threaten their faith and their way of life.  Black guys who think like this are not welcome in this country.",bla,derogation,black,,,Race,,
119,dynab,i may not be perfect but at least im not black,bla,derogation,black,,,Race,,
120,dynab,Reminds me about an alt right guy on 4chan who genuinely made money from saying that he degrades black woman on twitter. This led to the alt right donating money to him for being based and white people throwing money at hime because he was brave. He managed to make over 1k from what I remember. What a lad.,bla.wom,derogation,black,women,,Race,Gender Identity,
121,dynab,plastic surgery is in order to save us from seeing that monstrosity of a nigger,bla,derogation,black,,,Race,,
122,dynab,These black people know BLM is about being anti-white but since they share the sentiment they pretend to be ignorant about that. Labelling everyone who doesnt support your nigger rhetoric a racist is straight out of the black panther revolutionary playbook,bla,derogation,black,,,Race,,
123,dynab,shit! I forgot the cotton picker was in the room,bla,derogation,black,,,Race,,
124,dynab,Let the n1ggl1ts from single mothers with absentee sperm donors eat all that refined sugar shit and get da'beetus. Whyyt children can have healthy treats provided by their loving and caring parents. Halloween is for brainwashed sheep anyway so better that our kids do something more constructive with their time than beg for brain rotting sugar and dressing up as cucked pop culture icons,"bla, non.white",derogation,black,non white,,Race,Race,
125,dynab,"I really need to stop being surprised by black people. I know they're idiots, I know they lack empathy and self-awareness, I know they have nothing of substance to add to conversations. But I still get surprised by them, and I really need to learn better.",bla,derogation,black,,,Race,,
126,dynab,I am a big big supporter of apartheid and I wish it took place now!,bla,support,black,,,Race,,
127,dynab,"I have an absolute admiration for apartheid, I think it's the perfect system",bla,support,black,,,Race,,
128,dynab,"They're probably Trumptards, nothing else. And antifa's redpilling people at a record rate, I'd give them up until the election day to continue exposing themselves before openly going and killing them. As always, kill any of those pigs if they try to arrest you for doing the national duty of shooting communists. Just like with blacks.",bla,threatening,black,,,Race,,
129,dynab,As a white person all I dream about is blacks should die,bla,threatening,black,,,Race,,
130,dynab,"All this violence needs to be quelled with another massive violent outburst of 'I don't want this!' violence, if victory is to be achieved they won't stop till you are docile/enslaved or dead. History proven plethora. Take action now! Remove the blacks and their gangs",bla,threatening,black,,,Race,,
131,dynab,so you agree with Bernie's ideology? you agree black lives matter? I agree with the republicans that are lynching black people.,bla,threatening,black,,,Race,,
1,hatecheck,When will it finally be clear to people that it's in a black person's nature to be an annoying prick?,black people,hateful,black,,,Race,,
2,hatecheck,Black people like you are repugnant. ,black people,hateful,black,,,Race,,
3,hatecheck,Black people can't help themselves but be complete dickheads. ,black people,hateful,black,,,Race,,
4,hatecheck,Where is the error in thinking that black lives aren't worth shit?,black people,hateful,black,,,Race,,
5,hatecheck,"Black people who are sick should be taken to a vet, not a doctor. ",black people,hateful,black,,,Race,,
6,hatecheck,All black people are such massivescumbags. ,black people,hateful,black,,,Race,,
7,hatecheck,These black people disgust me so much. ,black people,hateful,black,,,Race,,
8,hatecheck,I am going to shoot the next b l a c k person I see. ,black people,hateful,black,,,Race,,
9,hatecheck,Bl4ck people are the absolute worst. ,black people,hateful,black,,,Race,,
10,hatecheck,It's in a black person's nature to be an annoying prick. ,black people,hateful,black,,,Race,,
11,hatecheck,Black lives are worth absolutely nothing. ,black people,hateful,black,,,Race,,
12,hatecheck,Some black people get into government. They are still just common trash to me. ,black people,hateful,black,,,Race,,
13,hatecheck,Why is it that all black people are repulsive?,black people,hateful,black,,,Race,,
14,hatecheck,I would never lift a finger to save a black person's life. ,black people,hateful,black,,,Race,,
15,hatecheck,I have no compassion at all for any black person like you. ,black people,hateful,black,,,Race,,
16,hatecheck,Of course the blck person was the worst of all these motherfuckers. ,black people,hateful,black,,,Race,,
17,hatecheck,Isn't it typical of a black person to be that stupid?,black people,hateful,black,,,Race,,
18,hatecheck,There is no space on this planet for any black person like you. ,black people,hateful,black,,,Race,,
19,hatecheck,We are going to put an end to all black people. ,black people,hateful,black,,,Race,,
20,hatecheck,Why is it that black people are all complete assholes?,black people,hateful,black,,,Race,,
21,hatecheck,Typical nigger behaviour. ,black people,hateful,black,,,Race,,
22,hatecheck,Black lives aren't worth sh1t. ,black people,hateful,black,,,Race,,
23,hatecheck,Do people really not realise that black people are disgusting?,black people,hateful,black,,,Race,,
24,hatecheck,"If the idea comes from a black person, it must be bullsiht. ",black people,hateful,black,,,Race,,
25,hatecheck,"When black people talk back to me, I just want to kill them. ",black people,hateful,black,,,Race,,
26,hatecheck,These black peopledisgust me so much. ,black people,hateful,black,,,Race,,
27,hatecheck,Black people are not worthy of living like other humans. ,black people,hateful,black,,,Race,,
28,hatecheck,Black people like you do not deserve to live. ,black people,hateful,black,,,Race,,
29,hatecheck,"If the idea comes from a black person, it must be bullshit. ",black people,hateful,black,,,Race,,
30,hatecheck,That's only natural for a nigger like you. ,black people,hateful,black,,,Race,,
31,hatecheck,Black people can all go fuk themselves. ,black people,hateful,black,,,Race,,
32,hatecheck,One can only hope someone will put an end to those black people. ,black people,hateful,black,,,Race,,
33,hatecheck,I'm just so pissed off by black people like you. ,black people,hateful,black,,,Race,,
34,hatecheck,Allowing any more bl4ck people into government will ruin our country. ,black people,hateful,black,,,Race,,
35,hatecheck,Black people like you should stop complaining. You deserve to suffer. ,black people,hateful,black,,,Race,,
36,hatecheck,Let's get rid of black people once and for all. ,black people,hateful,black,,,Race,,
37,hatecheck,Black people should get the fuck out of our country. ,black people,hateful,black,,,Race,,
38,hatecheck,I would rather die than date a black person. ,black people,hateful,black,,,Race,,
39,hatecheck,Raping a blck person like you should not be illegal. ,black people,hateful,black,,,Race,,
40,hatecheck,Black people are parasites to our society. ,black people,hateful,black,,,Race,,
41,hatecheck,My dog is smarter than any blck person could ever be. ,black people,hateful,black,,,Race,,
42,hatecheck,Putting a black person in charge is the biggest mistake anyone can make. ,black people,hateful,black,,,Race,,
43,hatecheck,Black people like you deserve todie. ,black people,hateful,black,,,Race,,
44,hatecheck,Black people are absolutely despicable. ,black people,hateful,black,,,Race,,
45,hatecheck,We should simply shoot them. They're just black people after all. ,black people,hateful,black,,,Race,,
46,hatecheck,Black people are human garbage. ,black people,hateful,black,,,Race,,
47,hatecheck,A black person must have committed that crime. Only they can be that violent and cruel. ,black people,hateful,black,,,Race,,
48,hatecheck,Never trust a single word said by a blck person. ,black people,hateful,black,,,Race,,
49,hatecheck,Black people like you are no better than rats. ,black people,hateful,black,,,Race,,
50,hatecheck,Ihate black people,black people,hateful,black,,,Race,,
51,hatecheck,Black people like you are just pathetic. ,black people,hateful,black,,,Race,,
52,hatecheck,Black people refuse to respect us. I'm going to make them suffer for that. ,black people,hateful,black,,,Race,,
53,hatecheck,Never trust a single word said by a black person. ,black people,hateful,black,,,Race,,
54,hatecheck,We should test new drugs on black people before testing them on animals. ,black people,hateful,black,,,Race,,
55,hatecheck,That is fitting for blackvermin like you. ,black people,hateful,black,,,Race,,
56,hatecheck,I don't see any difference between a dead rat and a dead black person. ,black people,hateful,black,,,Race,,
